source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
29,54177707,17643254,17643248,Nisga'a Valley Health Authority,17643249,Public Health Services,LT-3400.2000,Flu Vaccines,"Provides a public health program to improve the health of Nisga'a citizens. Services include immunization, TB screening, prenatal and healthy baby programs, injury prevention, sexual health education, and chronic disease prevention and treatment.",18009933513,https://nisgaahealth.bc.ca/public-health/,,Y,English,Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Closed for lunch 12:00 - 13:00,4003 Ts'Oohl Ts'Ap Avenue,Aiyansh,BC,V0J 1A0,55.205716,-129.078712,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17643249&SiteResourceAgencyNum=17643254,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
30,17643717,17643698,17643696,Southside Health and Wellness Centre Society,17643716,Nursing Services,LT-3400,Immunizations,"Provides a range of community health and acute care services to promote healthy lifestyle choices and for the well-being of community members. Services include immunizations, diabetic education, post-hospital care, prenatal education and well-baby visits, blood pressure screening, and food care.",2506943270,https://www.southsidewellness.ca/programs,southsidewellness@hotmail.com,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Closed for lunch 12:00 - 13:00,27920 Wellness Way,Grassy Plains,BC,V0J 1E4,53.972630,-125.884028,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17643716&SiteResourceAgencyNum=17643698,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
31,95309941,17644141,17644139,Ladysmith Wholehealth Pharmacy and More,95309937,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2509241241,https://www.ladysmithwholehealthpharmacy.ca/,info@ladysmithwholehealthpharmacy.ca,Y,English,Mon 08:30 - 18:00; Tue 08:30 - 18:00; Wed 08:30 - 18:00; Thu 08:30 - 18:00; Fri 08:30 - 18:00; Sat 08:30 - 16:00; Sun 08:30 - 14:00; Statutory holiday hours: 08:30 - 14:00,L-17 Gatacre Street,Ladysmith,BC,V9G 1A1,48.993506,-123.816518,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95309937&SiteResourceAgencyNum=17644141,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
32,95328711,17644168,17644166,Pinnacle Pharmacy,95328705,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2505851980,https://pinnaclepharmacy.ca,,Y,English,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,3-5771 Turner Road,Nanaimo,BC,V9T 6L8,49.225343,-124.035366,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95328705&SiteResourceAgencyNum=17644168,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
33,17644544,17644483,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6047024900,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,45470 Menholm Road,Chilliwack,BC,V2P 1M2,49.166246,-121.963926,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644483,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
34,17644545,17644501,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6049523550,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1826-4949 Canoe Pass Way,Delta,BC,V4M 0B2,49.041141,-123.086105,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644501,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
35,17644546,17644495,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6047776740,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Closed for lunch 12:00 - 13:00,218-610 Sixth Street,New Westminster,BC,V3L 3C2,49.213286,-122.920913,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644495,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
36,17644547,17644509,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045874750,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,100-10233 153rd Street,Surrey,BC,V3R 0Z7,49.188032,-122.798101,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644509,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
37,17644548,17644515,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6047937160,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 16:00; Closed statutory holidays,7243 Pioneer Avenue,Agassiz,BC,V0M 1A0,49.238581,-121.760054,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644515,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
38,17644549,17644499,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045075400,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,11245 84th Avenue,Delta,BC,V4C 2L9,49.156069,-122.911681,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644499,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
39,17644550,17644493,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045392900,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30;,6470 201st Street,Langley,BC,V2Y 2X4,49.120143,-122.665013,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644493,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
40,17644551,17644491,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6048145500,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Closed 12:00 - 13:00,304-32555 London Avenue,Mission,BC,V2V 6M7,49.130230,-122.318123,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644491,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
41,17644552,17644507,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045424000,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,15476 Vine Avenue,White Rock,BC,V4B 5M2,49.030262,-122.793654,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644507,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
42,17644554,17644489,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045922000,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,200-7337 137th Street,Surrey,BC,V3W 1A4,49.136295,-122.842752,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644489,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
43,17644555,17644497,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6049497200,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:00 - 20:00; Tue 08:00 - 17:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 17:00;,200-205 Newport Drive,Port Moody,BC,V3H 5C9,49.282469,-122.827313,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644497,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
44,17644557,17644556,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045873835,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 15:30; Tue 08:30 - 15:30; Wed 08:30 - 15:30; Thu 08:30 - 15:30; Fri 08:30 - 15:30;,13733 92nd Avenue,Surrey,BC,V3V 1H9,49.170018,-122.842266,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644556,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
45,17644558,17644505,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6049187605,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30;,4946 Canada Way,Burnaby,BC,V5G 4H7,49.244850,-122.972390,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644505,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
46,17644559,17644503,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6045755100,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,205-17700 56th Avenue,Surrey,BC,V3S 1C7,49.104132,-122.732181,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644503,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
47,17644560,17644485,17644351,Fraser Health,17644543,Flu Clinics,LT-3400.2000,Flu Vaccines,"Provides seasonal influenza vaccine information for the Fraser Health region. See website for flu and vaccine information, as well as how to book an appointment through the Get Vaccinated system.",6048643400,https://www.fraserhealth.ca/health-topics-a-to-z/immunizations/flu-shots/getting-your-flu-shot,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,104-34194 Marshall Road,Abbotsford,BC,V2S 5E4,49.038333,-122.276341,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17644543&SiteResourceAgencyNum=17644485,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
